uai;nom_de_l_etablissement;nb_candidats_g;taux_de_reussite_g;taux_d_acces_6eme_3eme;nb_mentions_g;ips;ecart_type_de_l_ips
0050519M;COLLEGE GARCINS (LES);89;89.0;87.0;71;108.2;32.7
0060019N;COLLEGE VALLEES DU PAILLON - R  CARLES;176;93.0;93.0;127;97.7;29.4
0060021R;COLLEGE SAINT HILAIRE;100;84.0;87.0;58;89.2;33.5
0060048V;COLLEGE RAOUL DUFY;230;93.0;88.0;170;110.9;35.0
0060066P;COLLEGE SAINT-BLAISE;55;95.0;80.0;38;105.1;30.9
0060067R;COLLEGE JEAN MEDECIN;36;100.0;83.0;28;106.2;30.0
0060084J;COLLEGE JEAN GIONO;148;84.0;86.0;75;85.4;24.0
0060085K;COLLEGE INTERNATIONAL JOSEPH VERNIER;136;87.0;75.0;77;86.5;30.2
0060086L;COLLEGE ROLAND GARROS;154;89.0;88.0;106;106.0;39.4
0060679F;COLLEGE PRIVE DON BOSCO;114;100.0;82.0;109;124.4;27.3
0060720A;COLLEGE PRIVE SAINTE MARIE;165;100.0;88.0;161;126.6;28.0
0061133Z;COLLEGE LA FONTONNE;93;90.0;92.0;66;108.6;33.3
0061134A;COLLEGE JOSEPH PAGNOL;156;88.0;93.0;106;100.3;35.0
0061135B;COLLEGE LA SINE;188;91.0;95.0;125;111.2;35.4
0061175V;COLLEGE ALBERT CAMUS;160;88.0;92.0;90;110.3;32.9
0061280J;COLLEGE JULES VERNE;140;98.0;97.0;108;100.3;32.7
0061339Y;COLLEGE PARC IMPERIAL;217;90.0;89.0;148;105.0;36.7
0061342B;COLLEGE ANDRE CAPRON;102;95.0;82.0;72;101.6;31.1
0061376N;COLLEGE YVES KLEIN;196;96.0;91.0;169;125.6;35.1
0061853G;COLLEGE LE PRE DES ROURES;151;99.0;95.0;121;116.8;35.9
0062011D;COLLEGE INTERNATIONAL;179;100.0;89.0;175;145.8;30.5
0070012A;COLLEGE VALLEE DE LA BEAUME;63;83.0;96.0;40;106.3;29.5
0070042H;COLLEGE LES TROIS VALLEES;108;83.0;96.0;74;99.8;32.1
0070080Z;COLLEGE PRIVE LE PORTALET NOTRE DAME;43;100.0;86.0;40;110.2;27.1
0070890E;COLLEGE DOCTEUR PIERRE DELARBRE;49;92.0;91.0;39;97.2;28.7
0071281E;COLLEGE PRIVE SACRE COEUR;45;96.0;76.0;39;106.7;30.1
0071300A;COLLEGE LA LOMBARDIERE;123;80.0;89.0;78;103.2;32.3
0071320X;COLLEGE DE CRUSSOL;125;96.0;97.0;102;118.4;33.7
0080021E;COLLEGE DE LA RETOURNE;85;84.0;95.0;54;109.1;30.8
0080035V;COLLEGE ARTHUR RIMBAUD;96;86.0;91.0;67;109.9;34.5
0080042C;COLLEGE DU BLANC MARAIS;72;88.0;98.0;50;99.6;31.8
0080995N;COLLEGE PRIVE MABILLON;121;100.0;93.0;113;110.5;29.1
0081001V;COLLEGE JULES LEROUX;80;86.0;92.0;55;93.5;31.4
0081097Z;COLLEGE PAUL DROUOT;75;76.0;94.0;44;93.1;32.2
0081099B;COLLEGE JEANNE MELIN;81;80.0;94.0;51;83.0;26.2
0081103F;COLLEGE RAUCOURT;66;79.0;95.0;40;89.7;28.0
0081105H;COLLEGE MULTISITE SIGNY-LE-PETIT-LIART;60;72.0;94.0;33;89.3;24.9
0090010M;COLLEGE ANDRE SAINT-PAUL;52;90.0;90.0;38;108.2;30.5
0090012P;COLLEGE GASTON FEBUS;55;100.0;94.0;47;102.2;30.3
0090490J;COLLEGE LOUIS PASTEUR;48;98.0;86.0;39;94.0;28.6
0090546V;COLLEGE SABARTHES-MONTCALM;115;89.0;92.0;77;101.1;31.0
0100008E;COLLEGE AMADIS JAMYN;43;84.0;95.0;28;101.4;28.2
0100009F;COLLEGE ALBERT CAMUS;137;68.0;91.0;56;83.9;28.9
0100038M;COLLEGE LES JACOBINS;128;74.0;88.0;62;71.1;23.0
0100058J;COLLEGE PRIVE ST DOMINIQUE SAVIO;56;84.0;71.0;38;115.0;31.6
0100745F;COLLEGE PRIVE HENRI BRETON;39;90.0;95.0;23;97.9;26.2
0100765C;COLLEGE MAX HUTIN;132;86.0;91.0;101;106.2;31.3
0100787B;COLLEGE PAUL LANGEVIN;141;67.0;90.0;78;85.0;28.3
0100962S;COLLEGE PRIVE ST BERNARD;108;100.0;90.0;105;125.8;27.8
0101031S;COLLEGE EUREKA;159;77.0;94.0;105;96.4;34.8
0110003U;COLLEGE DE L'ALARIC;64;95.0;95.0;49;97.1;29.4
0110011C;COLLEGE BLAISE D AURIOL;82;95.0;87.0;72;105.2;31.6
0110724C;COLLEGE DES CORBIERES MARITIMES;138;83.0;97.0;90;99.4;28.0
0110725D;COLLEGE LA NADIERE;69;96.0;90.0;58;90.5;29.2
0120016C;COLLEGE DU CARLADEZ;30;100.0;86.0;30;101.8;27.1
0120021H;COLLEGE GEORGES ROUQUIER;86;98.0;91.0;60;108.4;29.3
0121213D;COLLEGE CARCO PLUS ANNEXE LA FOUILLADE;156;81.0;88.0;105;98.2;32.1
0121255Z;COLLEGE PRIVE SAINT-JOSEPH;75;97.0;90.0;64;110.6;26.1
0121256A;COLLEGE PRIVE JEANNE D'ARC;61;97.0;81.0;52;105.5;25.3
0121295T;COLLEGE DE LA VIADENE;43;95.0;89.0;34;102.0;27.9
0121430P;COLLEGE PRIVE SAINT-JOSEPH LA SALLE;205;99.0;87.0;190;115.8;27.8
0130007M;COLLEGE JAS DE BOUFFAN;85;87.0;83.0;55;79.4;24.2
0130028K;COLLEGE DENIS MOUSTIER;218;92.0;95.0;164;124.2;34.0
0130110Z;COLLEGE JEAN MALRIEU;94;94.0;87.0;69;109.4;37.2
0130136C;COLLEGE VIEUX PORT;69;74.0;78.0;39;80.5;25.3
0130158B;COLLEGE RENE SEYSSAUD;116;83.0;89.0;79;113.4;33.6
0131259Y;COLLEGE JEAN GUEHENNO;103;96.0;95.0;89;120.5;32.9
0131318M;COLLEGE PRIVE ST JOSEPH;54;100.0;88.0;53;140.6;23.5
0131329Z;COLLEGE PRIVE NOTRE DAME DE LA VISTE;73;100.0;83.0;73;103.4;26.3
0131364M;COLLEGE PRIVE STE MARIE;89;100.0;97.0;88;135.8;29.8
0131367R;COLLEGE PRIVE ST LOUIS;59;100.0;94.0;55;128.6;28.4
0131371V;COLLEGE PRIVE STE ANNE;56;100.0;90.0;51;123.8;26.8
0131372W;COLLEGE PRIVE ST JOSEPH;87;89.0;85.0;46;94.6;21.6
0131379D;COLLEGE PRIVE NOTRE DAME DE LA JEUNESSE;89;100.0;95.0;87;124.3;25.5
0131611F;COLLEGE RENE CASSIN;123;90.0;92.0;91;82.5;28.0
0131706J;COLLEGE COUSTEAU (COMMANDANT);146;90.0;95.0;89;106.2;31.2
0131712R;COLLEGE ARC DE MEYRAN;175;98.0;90.0;139;115.9;34.5
0131750G;COLLEGE LOUIS ARMAND;149;81.0;93.0;87;93.4;29.6
0131789Z;COLLEGE HENRI WALLON;108;81.0;92.0;62;93.7;29.7
0131887F;COLLEGE ELSA TRIOLET;82;83.0;89.0;46;82.5;19.9
0131922U;COLLEGE BARTAVELLES (LES);165;85.0;87.0;105;93.8;26.7
0131927Z;COLLEGE HONORE DAUMIER;135;98.0;91.0;114;116.5;34.5
0131943S;COLLEGE PIERRE PUGET;175;89.0;83.0;119;98.1;34.8
0132205B;COLLEGE GASTON DEFFERRE;120;85.0;93.0;79;111.6;37.7
0132207D;COLLEGE MASSENET;101;72.0;88.0;45;72.5;18.1
0132217P;COLLEGE MONT SAUVY;137;94.0;96.0;89;91.6;30.9
0132310R;COLLEGE GYPTIS;105;90.0;87.0;76;107.8;31.8
0132315W;COLLEGE CHARTREUX (AVENUE DES);129;93.0;83.0;92;86.8;33.7
0132318Z;COLLEGE ELIE COUTAREL;158;89.0;94.0;121;105.2;27.8
0132323E;COLLEGE MAXIMILIEN ROBESPIERRE;77;88.0;92.0;51;86.3;26.2
0132326H;COLLEGE ALBERT CAMUS;92;85.0;86.0;48;94.0;31.4
0132327J;COLLEGE MIRAMARIS;91;74.0;88.0;42;73.9;22.5
0132402R;COLLEGE RUISSATEL (LE);205;87.0;95.0;146;122.5;29.6
0132412B;COLLEGE LOU GARLABAN;128;88.0;94.0;93;93.3;30.2
0132496T;COLLEGE HONORE DAUMIER;101;94.0;90.0;73;94.8;31.7
0132914X;COLLEGE PRIVE CLUNY;184;100.0;92.0;177;147.1;27.4
0132915Y;COLLEGE PRIVE NATIVITE (LA);156;100.0;93.0;156;141.8;21.6
0132955S;COLLEGE PRIVE STE CATHERINE DE SIENNE;63;100.0;82.0;59;135.2;25.0
0132973L;COLLEGE NINA SIMONE;138;91.0;94.0;103;120.4;37.1
0133353Z;COLLEGE ROQUEPERTUSE;185;96.0;95.0;150;132.8;30.5
0133490Y;COLLEGE YVES MONTAND;199;97.0;93.0;170;120.2;31.6
0133765X;COLLEGE MARC FERRANDI;103;89.0;88.0;65;88.3;31.3
0133788X;COLLEGE JEAN CLAUDE IZZO;137;72.0;88.0;76;78.8;26.3
0134094E;COLLEGE SOPHIE GERMAIN;158;98.0;90.0;135;123.1;35.3
0134245U;COLLEGE PRIVE NOTRE DAME;57;100.0;76.0;46;106.8;22.2
0140015R;COLLEGE PASTEUR;115;95.0;89.0;100;145.0;31.9
0140050D;COLLEGE LOUIS PERGAUD;62;94.0;89.0;38;96.8;27.2
0140070A;COLLEGE BORIS VIAN;110;91.0;90.0;78;89.5;28.5
0141136J;COLLEGE PIERRE VARIGNON;63;70.0;90.0;21;88.3;31.4
0141159J;COLLEGE PRIVE INSTITUT SAINT PIERRE;96;99.0;91.0;88;129.6;26.1
0141212S;COLLEGE PRIVE SACRE COEUR;93;100.0;85.0;86;111.4;25.9
0141228J;COLLEGE PRIVE NOTRE DAME;67;99.0;86.0;49;110.2;27.8
0141258S;COLLEGE DUMONT D'URVILLE;72;93.0;96.0;51;91.5;29.0
0141363F;COLLEGE NELSON MANDELA;77;75.0;89.0;34;81.2;23.9
0141596J;COLLEGE JEAN MOULIN;134;95.0;92.0;108;114.7;36.3
0141597K;COLLEGE FERNAND LECHANTEUR;117;92.0;84.0;87;97.6;39.0
0141762P;COLLEGE ALAIN CHARTIER;116;88.0;95.0;80;106.2;34.5
0141765T;COLLEGE ALPHONSE ALLAIS;121;81.0;91.0;76;104.2;31.5
0141940H;COLLEGE LANGEVIN WALLON;62;73.0;89.0;36;105.5;32.2
0150033E;COLLEGE JEAN DE LA FONTAINE;36;97.0;87.0;32;106.9;28.8
0160029V;COLLEGE ALFRED RENOLEAU;91;92.0;79.0;74;97.1;28.7
0160034A;COLLEGE CLAUDIE HAIGNERE;89;88.0;94.0;59;98.9;29.6
0160040G;COLLEGE EUGENE DELACROIX;90;96.0;95.0;75;104.2;28.6
0160050T;COLLEGE JULES VERNE;101;94.0;88.0;83;113.1;38.8
0160076W;COLLEGE PRIVE ANNE-MARIE MARTEL;35;94.0;76.0;24;103.0;25.3
0160094R;COLLEGE NORBERT CASTERET;134;93.0;89.0;110;111.6;29.9
0160895L;COLLEGE ANDRE MALRAUX;36;100.0;93.0;28;97.6;30.9
0161075G;COLLEGE PIERRE BODET;86;98.0;85.0;66;94.3;35.7
0170008S;COLLEGE LES VIEILLES VIGNES;85;92.0;94.0;67;100.0;26.3
0170035W;COLLEGE BEAUREGARD;190;97.0;94.0;158;110.6;33.5
0170077S;COLLEGE PIERRE MENDES FRANCE;95;66.0;90.0;43;70.9;19.6
0170388E;COLLEGE FERNAND GARANDEAU;97;94.0;91.0;78;100.0;26.5
0171339N;COLLEGE DE L'ATLANTIQUE;75;91.0;93.0;54;114.9;36.4
0180013S;COLLEGE AXEL KAHN;49;82.0;92.0;29;87.1;25.1
0180023C;COLLEGE JULIEN DUMAS;57;86.0;96.0;34;99.6;31.5
0180031L;COLLEGE FRANCINE LECA;79;94.0;99.0;63;99.5;27.3
0180586P;COLLEGE IRENE JOLIOT-CURIE;113;84.0;88.0;69;100.2;30.1
0180644C;COLLEGE FERNAND LEGER;126;88.0;95.0;82;98.8;27.6
0180673J;COLLEGE JULES VERNE;108;93.0;88.0;75;87.6;31.4
0180710Z;COLLEGE CLAUDE DEBUSSY;61;80.0;92.0;41;92.1;28.7
0180769N;COLLEGE JEAN MOULIN;112;88.0;92.0;84;90.6;28.4
0190019T;COLLEGE ALBERT THOMAS;78;78.0;91.0;52;101.1;35.2
0190030E;COLLEGE ARMANDE BAUDRY ARMANDE BAUDRY;80;89.0;94.0;58;107.9;31.9
0190613N;COLLEGE VICTOR HUGO;131;89.0;93.0;85;97.7;29.2
0190615R;COLLEGE VOLTAIRE;137;88.0;89.0;95;97.2;28.6
0190671B;COLLEGE MAURICE ROLLINAT;107;91.0;89.0;77;100.6;31.7
0190717B;COLLEGE EUGENE FREYSSINET;110;94.0;94.0;84;102.7;31.2
0210024M;COLLEGE CHAMPOLLION;119;79.0;89.0;71;101.0;34.2
0210040E;COLLEGE ISLE DE SAONE;89;97.0;94.0;56;100.2;27.4
0210057Y;COLLEGE ROLAND DORGELES;140;94.0;87.0;96;105.6;32.8
0211081L;COLLEGE PRIVE SAINT MICHEL;109;100.0;87.0;109;126.0;26.6
0211088U;COLLEGE FRERES DES ECOLES CHRETIENNES;51;100.0;80.0;47;112.7;27.1
0211096C;COLLEGE EDOUARD HERRIOT;78;79.0;83.0;44;86.7;29.8
0211140A;COLLEGE LA CHAMPAGNE;146;95.0;92.0;118;116.4;31.3
0211162Z;COLLEGE GASTON BACHELARD;47;79.0;73.0;28;101.1;39.6
0211525U;COLLEGE CARNOT;147;88.0;93.0;95;106.1;37.3
0211626D;COLLEGE PRIVE DU SAINT COEUR;134;99.0;88.0;123;122.0;28.0
0212119P;COLLEGE ANDRE MALRAUX;168;92.0;95.0;135;122.3;33.3
0220003J;COLLEGE JULES FERRY;41;90.0;95.0;33;92.6;27.7
0220008P;COLLEGE VICTOR VASARELY;41;95.0;77.0;33;85.8;23.5
0220063Z;COLLEGE CAMILLE CLAUDEL;106;96.0;94.0;96;117.3;32.4
0220104U;COLLEGE PRIVE ST JOSEPH - BOSSUET;223;89.0;91.0;181;117.7;29.8
0220150U;COLLEGE PRIVE ST JOSEPH;37;92.0;84.0;29;103.7;26.7
0220157B;COLLEGE PRIVE ST PIERRE;34;100.0;96.0;26;100.0;22.0
0220184F;COLLEGE JEAN MACE;63;81.0;77.0;36;96.3;31.7
0221038J;COLLEGE EDOUARD HERRIOT;65;97.0;93.0;50;102.6;31.4
0221127F;COLLEGE JEAN MONNET;131;91.0;94.0;104;97.6;27.6
0221513A;COLLEGE LEONARD DE VINCI;133;88.0;86.0;97;92.3;31.0
0221749G;COLLEGE PRIVE NOTRE DAME DE CAMPOSTAL;47;98.0;86.0;41;100.8;23.2
0222030M;COLLEGE CHARLES-DE-GAULLE;108;82.0;91.0;71;107.5;30.9
0230506A;COLLEGE EUGENE JAMOT;80;91.0;93.0;60;106.1;34.2
0240011G;COLLEGE LEROI-GOURHAN;59;73.0;91.0;39;94.6;31.1
0240029B;COLLEGE CLOS CHASSAING;125;82.0;93.0;86;108.2;36.5
0240030C;COLLEGE MICHEL DE MONTAIGNE;143;90.0;88.0;106;98.1;31.9
0240040N;COLLEGE LEONCE BOURLIAGUET;88;86.0;93.0;71;100.2;30.8
0240047W;COLLEGE JEAN MOULIN;84;92.0;93.0;66;90.3;30.3
0240052B;COLLEGE ANNE FRANK;91;95.0;92.0;64;100.2;31.0
0240053C;COLLEGE MAX BRAMERIE;105;95.0;93.0;85;94.7;30.0
0240055E;COLLEGE DRONNE-DOUBLE;42;69.0;94.0;21;101.4;28.4
0240065R;COLLEGE JEAN LADIGNAC;52;98.0;92.0;38;97.7;27.2
0240073Z;COLLEGE MICHEL DEBET;62;97.0;91.0;48;98.9;30.8
0240077D;COLLEGE PRIVE STE MARTHE;74;99.0;78.0;68;116.0;27.6
0240087P;COLLEGE PRIVE ST JOSEPH;32;97.0;95.0;30;109.9;28.2
0240117X;COLLEGE JEAN ROSTAND;136;90.0;90.0;90;96.0;29.2
0240650B;COLLEGE ARTHUR RIMBAUD;129;95.0;93.0;104;103.5;31.7
0250012C;COLLEGE LOUIS ET AUGUSTE LUMIERE;104;95.0;88.0;88;122.4;39.0
0250016G;COLLEGE LOUIS BONNEMAILLE;40;90.0;93.0;27;95.0;32.9
0250018J;COLLEGE EMILE LAROUE;76;91.0;97.0;59;99.1;29.6
0250050U;COLLEGE LES VILLANELLES;60;88.0;96.0;40;101.7;29.5
0250055Z;COLLEGE HENRI FERTET;51;90.0;98.0;35;98.7;31.8
0251116C;COLLEGE CLAIRS SOLEILS;122;86.0;89.0;87;101.0;35.6
0251129S;COLLEGE PIERRE VERNIER;119;89.0;92.0;88;107.3;32.3
0251315U;COLLEGE LOUIS PERGAUD;40;82.0;97.0;25;93.1;28.6
0251372F;COLLEGE EDGAR FAURE;140;86.0;89.0;93;100.6;31.3
0251376K;COLLEGE ENTRE DEUX VELLES;158;97.0;95.0;133;117.4;32.9
0251395F;COLLEGE LOU BLAZER;135;76.0;91.0;68;66.2;21.8
0251397H;COLLEGE LES HAUTES VIGNES;71;92.0;89.0;43;81.7;31.9
0251589S;INSTITUTION NOTRE DAME SAINT-JEAN - COLLEGE INSTITUTION NOTRE DAME SAINT-JEAN - COLLEGE;174;100.0;94.0;167;121.2;31.4
0260001K;COLLEGE DE L'EUROPE JEAN MONNET;195;83.0;91.0;126;107.2;34.5
0260004N;COLLEGE SPORT NATURE;53;100.0;82.0;47;120.1;34.1
0260012X;COLLEGE DANIEL FAUCHER;94;80.0;91.0;53;101.2;31.9
0260978X;COLLEGE MARCEL PAGNOL;139;91.0;94.0;96;93.5;32.1
0261030D;COLLEGE REVESZ LONG;118;93.0;93.0;90;109.8;35.4
0261086P;COLLEGE EUROPA;140;97.0;93.0;116;89.1;31.4
0261134S;COLLEGE PRIVE SAINT BONNET;60;100.0;91.0;60;127.0;29.0
0270020A;COLLEGE PAUL BERT;103;83.0;79.0;58;96.2;33.9
0270040X;COLLEGE VICTOR HUGO;52;94.0;94.0;43;87.9;26.2
0271099Y;COLLEGE JEANINE VANCAYZEELE;51;98.0;99.0;38;96.5;28.4
0271238Z;COLLEGE CLAUDE MONET;128;90.0;91.0;82;103.0;29.1
0271288D;COLLEGE CESAR LEMAITRE;93;77.0;87.0;49;100.0;37.2
0271316J;COLLEGE LE HAMEAU;47;83.0;94.0;32;97.7;33.1
0271317K;COLLEGE JEAN DE LA FONTAINE;173;85.0;97.0;115;108.6;32.2
0271398Y;COLLEGE LES FOUGERES;120;82.0;88.0;73;87.4;32.4
0271482P;COLLEGE SIMONE SIGNORET;87;93.0;94.0;63;98.6;31.5
0280002A;COLLEGE JOACHIM DU BELLAY;47;89.0;96.0;30;95.0;25.6
0280033J;COLLEGE JEAN RACINE;145;94.0;96.0;114;117.1;31.5
0280034K;COLLEGE JEAN MACE;109;78.0;89.0;57;90.0;29.7
0280674F;COLLEGE PRIVE SAINT PAUL;45;96.0;89.0;33;110.0;24.3
0280701K;COLLEGE VAL DE VOISE;107;91.0;93.0;75;112.4;28.3
0280884J;COLLEGE LOUIS BLERIOT;87;90.0;93.0;47;91.0;26.1
0281038B;COLLEGE MOZART;115;92.0;97.0;81;112.7;29.6
0281055V;COLLEGE SOUTINE;185;90.0;93.0;133;113.9;33.1
0290088N;COLLEGE LEO FERRE;57;98.0;93.0;44;92.7;23.5
0290100B;COLLEGE PENN AR C'HLEUZ;95;92.0;88.0;73;92.3;36.4
0290107J;COLLEGE JULES FERRY;67;97.0;93.0;56;101.9;30.0
0290131K;COLLEGE SAINT-POL ROUX;59;95.0;94.0;45;102.3;38.0
0290132L;COLLEGE LES SABLES BLANCS;65;78.0;86.0;39;104.8;31.1
0290151G;COLLEGE CAMILLE VALLAUX;81;99.0;91.0;76;120.9;38.3
0290163V;COLLEGE PRIVE ST JOSEPH;79;100.0;89.0;74;113.2;25.0
0290260A;COLLEGE PRIVE ST BLAISE;68;100.0;81.0;68;108.1;28.4
0290293L;COLLEGE PRIVE ST JOSEPH;48;96.0;89.0;40;102.2;23.2
0290297R;COLLEGE PRIVE STE ANNE;91;98.0;93.0;81;122.1;25.0
0290302W;COLLEGE PRIVE LAMENNAIS-CAP SIZUN;41;100.0;96.0;38;100.2;23.4
0290306A;COLLEGE PRIVE LA SABLIERE;71;82.0;90.0;44;109.2;27.8
0290320R;COLLEGE LA TOURELLE;95;91.0;85.0;71;109.6;34.1
0291087Z;COLLEGE MAX JACOB;115;81.0;88.0;83;89.1;33.2
0291102R;COLLEGE BEG-AVEL;83;81.0;92.0;55;97.2;30.5
0291227B;COLLEGE PRIVE ST AUGUSTIN;76;100.0;93.0;69;112.9;27.2
0291656T;COLLEGE PRIVE ST MICHEL;55;98.0;83.0;51;118.7;28.3
0291716H;COLLEGE CROAS AR PENNOC;89;90.0;86.0;70;111.5;29.5
0291867X;COLLEGE PRIVE ESTRAN CHARLES DE FOUCAULD;144;99.0;88.0;133;123.3;30.1
0291881M;COLLEGE PRIVE NOTRE DAME DE KERBERTRAND;121;100.0;91.0;114;114.4;25.7
0291928N;COLLEGE DE LA FONTAINE BLANCHE;102;95.0;93.0;90;122.2;35.3
0300001N;COLLEGE IRENE JOLIOT-CURIE;130;82.0;95.0;75;96.0;29.5
0300055X;COLLEGE BERNARD DE VENTADOUR;170;92.0;89.0;132;104.8;32.0
0300096S;COLLEGE PRIVE VALSAINTE;80;90.0;80.0;60;109.4;28.5
0300101X;COLLEGE PRIVE MAINTENON;80;100.0;86.0;80;126.9;28.8
0300949U;COLLEGE JEAN RACINE;133;96.0;93.0;111;109.3;32.2
0301013N;COLLEGE JEAN MOULIN;94;62.0;87.0;39;72.6;23.8
0301208A;COLLEGE EUGENE VIGNE;106;81.0;90.0;66;83.3;27.8
0301214G;COLLEGE DU MOURION;217;94.0;96.0;184;123.1;33.9
0301325C;COLLEGE HENRI PITOT;114;81.0;92.0;77;99.7;31.2
0301327E;COLLEGE GERARD PHILIPE;119;91.0;98.0;93;97.5;33.5
0301653J;COLLEGE PRIVE D'ALZON-CANDIAC;141;100.0;91.0;136;121.3;27.7
0301723K;COLLEGE THEODORE MONOD;123;92.0;94.0;100;120.2;34.2
0301746K;COLLEGE VIA DOMITIA;128;96.0;97.0;95;101.9;30.0
0301747L;COLLEGE NA;83;87.0;95.0;60;100.2;31.5
0301827Y;COLLEGE FEDERICO GARCIA LORCA;91;90.0;88.0;65;98.8;30.3
0310025J;COLLEGE BETANCE;208;94.0;94.0;154;107.8;36.8
0310037X;COLLEGE CLEMENCE ISAURE;145;86.0;89.0;101;95.5;38.9
0310085Z;COLLEGE JEAN-PIERRE VERNANT;192;89.0;87.0;143;108.3;39.7
0310086A;COLLEGE GEORGE SAND;92;83.0;84.0;54;71.9;20.0
0311112R;COLLEGE HENRI DE TOULOUSE-LAUTREC;158;78.0;82.0;83;88.7;34.2
0311238C;COLLEGE JEAN JAURES;123;76.0;88.0;79;100.3;36.3
0311263E;COLLEGE DU BOIS DE LA BARTHE;141;95.0;94.0;115;132.6;37.2
0371189S;COLLEGE GASTON HUET;144;96.0;91.0;123;118.8;32.5
0371204H;COLLEGE GEORGES BRASSENS;110;100.0;90.0;98;115.2;31.8
0380001V;COLLEGE MARCEL BOUVIER;146;91.0;95.0;110;102.6;32.3
0380007B;COLLEGE DES SIX VALLEES;113;94.0;89.0;83;112.1;31.4
0380011F;COLLEGE MARTIN LUTHER KING;126;87.0;92.0;90;99.4;30.0
0380026X;COLLEGE LIERS ET LEMPS;122;94.0;97.0;97;110.2;32.3
0401077D;COLLEGE DE LABRIT;64;92.0;95.0;52;90.4;27.9
0410008L;COLLEGE JEAN ROSTAND;110;87.0;94.0;62;101.3;28.8
0410566T;COLLEGE CLEMENT JANEQUIN;85;81.0;96.0;55;99.5;30.9
0410593X;COLLEGE BLOIS-VIENNE;154;84.0;86.0;110;110.9;34.3
0410595Z;COLLEGE SAINT EXUPERY;140;89.0;93.0;98;98.1;32.2
0410714D;COLLEGE JOSEPH PAUL-BONCOUR;100;88.0;92.0;70;87.5;29.9
0421171V;COLLEGE PIERRE ET MARIE CURIE;207;91.0;93.0;154;113.6;34.2
0421176A;COLLEGE JULES VALLES;82;79.0;79.0;45;65.3;18.2
0421565Y;COLLEGE PRIVE JOSEPH COLLARD;157;99.0;94.0;151;120.9;29.2
0421689H;COLLEGE JULES VALLES;62;63.0;77.0;28;64.4;19.8
0421919H;COLLEGE MASSENET FOURNEYRON;118;64.0;91.0;59;76.9;25.0
0430001T;COLLEGE DU MONT BAR;56;93.0;86.0;47;101.5;25.8
0430010C;COLLEGE DES HAUTS DE L'ARZON;32;88.0;88.0;22;96.5;23.1
0440153C;COLLEGE PRIVE ST GABRIEL;82;95.0;87.0;62;124.1;28.5
0440182J;COLLEGE PRIVE LA SALLE - ST LAURENT;120;99.0;95.0;110;109.3;26.7
0440193W;COLLEGE PRIVE ST JEAN-BAPTISTE;203;93.0;91.0;157;118.1;26.0
0440203G;COLLEGE PRIVE ST MARTIN;43;98.0;75.0;32;100.0;28.5
0440209N;COLLEGE PRIVE HELDER CAMARA;103;99.0;94.0;93;126.8;27.9
0441616T;COLLEGE JULIEN LAMBOT;119;92.0;96.0;88;88.0;26.5
0441655K;COLLEGE LOUIS PASTEUR;52;92.0;92.0;40;91.5;28.5
0441658N;COLLEGE PIERRE ET MARIE CURIE;111;93.0;93.0;88;110.9;30.9
0441728P;COLLEGE RENE CHAR;66;95.0;96.0;46;98.1;29.1
0441822S;COLLEGE GRAND AIR;135;95.0;98.0;115;129.7;33.0
0441858F;COLLEGE BELLESTRE;179;96.0;97.0;133;116.0;34.8
0441917V;COLLEGE LA FONTAINE;74;93.0;96.0;57;95.0;27.9
0441929H;COLLEGE PRIVE ST JOSEPH;155;97.0;90.0;131;106.9;27.8
0442186M;COLLEGE CONDORCET;90;94.0;93.0;78;107.5;32.1
0442417N;COLLEGE LES SABLES D'OR;127;97.0;93.0;107;121.1;36.3
0442806L;COLLEGE MONA OZOUF;95;94.0;91.0;71;114.4;34.4
0450004K;COLLEGE LOUIS-JOSEPH SOULAS;82;83.0;98.0;44;100.0;26.0
0450005L;COLLEGE ROBERT GOUPIL;184;90.0;89.0;125;106.4;34.1
0450016Y;COLLEGE HENRI BECQUEREL;108;89.0;95.0;83;96.2;30.7
0851181X;COLLEGE PRIVE ST GILLES;217;98.0;94.0;191;107.5;28.2
0851274Y;COLLEGE PRIVE SACRE COEUR;149;94.0;89.0;118;119.8;29.7
0851560J;COLLEGE ALEXANDRE SOLJENITSYNE;139;86.0;93.0;87;100.8;31.1
0860027M;COLLEGE GEORGES DAVID;76;96.0;91.0;62;95.6;26.9
0860046H;COLLEGE PROSPER MERIMEE;47;87.0;93.0;26;95.7;27.7
0860723U;COLLEGE PIERRE DE RONSARD;155;85.0;83.0;106;100.8;37.4
0860758G;COLLEGE PRIVE LA PROVIDENCE LA SALLE;136;99.0;89.0;124;133.4;27.3
0860761K;COLLEGE PRIVE JEANNE D ARC;37;100.0;100.0;30;101.7;26.1
0860765P;COLLEGE PRIVE CHAVAGNES SAINT JOSEPH;51;98.0;96.0;34;103.4;24.0
0860772X;COLLEGE PRIVE LA CHAUME-LA SALLE;93;99.0;90.0;77;115.9;27.6
0861038L;COLLEGE SAINT-EXUPERY;176;91.0;97.0;129;108.7;32.5
0861457S;COLLEGE JOSEPHINE BAKER;161;86.0;83.0;109;109.8;37.3
0870007K;COLLEGE PIERRE DESPROGES;69;91.0;94.0;48;98.7;28.6
0870023C;COLLEGE LEON BLUM;107;82.0;85.0;64;104.3;35.4
0870032M;COLLEGE ARSENE BONNEAUD;64;91.0;92.0;51;111.3;32.2
